Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Last_Update
Virginia,US,38.02080697,-78.55481085,76,3,0,73,2020-04-27 2:30:52
West Virginia,US,38.01974191,-81.69888019,2,0,0,2,2020-04-27 2:30:52
Indiana,US,38.01519732,-87.0079644,5,0,0,5,2020-04-27 2:30:52
Kentucky,US,38.00671029,-84.99171713,8,1,0,7,2020-04-27 2:30:52
Colorado,US,38.00450883,-108.4020725,19,0,0,19,2020-04-27 2:30:52
Kansas,US,38.00017981,-101.321681,11,0,0,11,2020-04-27 2:30:52
Kansas,US,37.99978709,-101.7921066,2,0,0,2,2020-04-27 2:30:52
Illinois,US,37.99189086,-88.92567818,8,0,0,8,2020-04-27 2:30:52
Virginia,US,37.97850256,-77.96274807,40,0,0,40,2020-04-27 2:30:52
Missouri,US,37.97663738,-91.30528104,7,0,0,7,2020-04-27 2:30:52
Kentucky,US,37.97162523,-85.68955617,48,2,0,46,2020-04-27 2:30:52
Kentucky,US,37.9689263,-84.14615986,19,0,0,19,2020-04-27 2:30:52
Kentucky,US,37.96163597,-86.21028219,7,1,0,6,2020-04-27 2:30:52
Missouri,US,37.96130078,-90.87948158,8,1,0,7,2020-04-27 2:30:52
Colorado,US,37.95544985,-102.3926052,1,0,0,1,2020-04-27 2:30:52
Kansas,US,37.95230263,-98.08607292,26,0,0,26,2020-04-27 2:30:52
West Virginia,US,37.9463652,-80.45335881,3,0,0,3,2020-04-27 2:30:52
Kentucky,US,37.94090733,-83.59985712,3,0,0,3,2020-04-27 2:30:52
California,US,37.93899289,-118.8872409,24,1,0,23,2020-04-27 2:30:52
Virginia,US,37.937575,-76.72920628,89,0,0,89,2020-04-27 2:30:52
California,US,37.93433732,-121.2730061,512,25,0,487,2020-04-27 2:30:52
Virginia,US,37.93357639,-76.94230311,6,0,0,6,2020-04-27 2:30:52
Kentucky,US,37.92465657,-83.25558245,1,0,0,1,2020-04-27 2:30:52
California,US,37.91923498,-121.9289527,817,29,0,788,2020-04-27 2:30:52
Colorado,US,37.9014485,-103.7173385,8,1,0,7,2020-04-27 2:30:52
Virginia,US,37.89202088,-76.41949732,8,0,0,8,2020-04-27 2:30:52
Missouri,US,37.89090059,-90.1949941,7,1,0,6,2020-04-27 2:30:52
Kansas,US,37.88735543,-99.31263309,1,0,0,1,2020-04-27 2:30:52
Kansas,US,37.8865336,-95.74006277,5,0,0,5,2020-04-27 2:30:52
Kansas,US,37.8774388,-96.23250453,3,0,0,3,2020-04-27 2:30:52
Missouri,US,37.87736118,-91.79351727,2,0,0,2,2020-04-27 2:30:52
Kentucky,US,37.87119786,-84.58252003,34,0,0,34,2020-04-27 2:30:52
Kansas,US,37.85508555,-94.84865997,6,1,0,5,2020-04-27 2:30:52
Utah,US,37.85447192,-111.4418764,87,2,0,85,2020-04-27 2:30:52
Kentucky,US,37.85106355,-82.8264322,2,0,0,2,2020-04-27 2:30:52
Missouri,US,37.8457799,-94.34127305,4,0,0,4,2020-04-27 2:30:52
Virginia,US,37.84157909,-78.27715475,72,5,0,67,2020-04-27 2:30:52
Kentucky,US,37.83766422,-86.78280584,6,0,0,6,2020-04-27 2:30:52
Kentucky,US,37.83218794,-83.82553961,1,0,0,1,2020-04-27 2:30:52
West Virginia,US,37.8299889,-81.93528571,12,1,0,11,2020-04-27 2:30:52
Missouri,US,37.82462075,-92.20783203,33,1,0,32,2020-04-27 2:30:52
Colorado,US,37.82247444,-107.3004345,3,0,0,3,2020-04-27 2:30:52
Kentucky,US,37.81474237,-84.87488475,11,0,0,11,2020-04-27 2:30:52
Missouri,US,37.81214171,-90.47598685,28,1,0,27,2020-04-27 2:30:52
Virginia,US,37.81204314,-79.44605905,5,0,0,5,2020-04-27 2:30:52
Gansu,China,37.8099,101.0583,139,2,137,0,2020-04-16 13:44:14
Kentucky,US,37.80335779,-85.4657193,19,0,0,19,2020-04-27 2:30:52
Kentucky,US,37.79990579,-82.51247478,3,0,0,3,2020-04-27 2:30:52
Kentucky,US,37.79344553,-87.57392021,45,1,0,44,2020-04-27 2:30:52
Virginia,US,37.78790447,-78.88498513,7,0,0,7,2020-04-27 2:30:52
Virginia,US,37.78636074,-80.00222498,5,0,0,5,2020-04-27 2:30:52
Illinois,US,37.78595185,-89.38232563,67,7,0,60,2020-04-27 2:30:52
Virginia,US,37.78258621,-79.44262866,3,0,0,3,2020-04-27 2:30:52
Virginia,US,37.7824656,-79.98631446,1,0,0,1,2020-04-27 2:30:52
Kansas,US,37.78134351,-96.83878537,13,0,0,13,2020-04-27 2:30:52
Kentucky,US,37.77377239,-86.42885017,8,0,0,8,2020-04-27 2:30:52
West Virginia,US,37.76936795,-81.2456041,9,0,0,9,2020-04-27 2:30:52
Virginia,US,37.76707161,-75.63234615,187,3,0,184,2020-04-27 2:30:52
Illinois,US,37.76430935,-88.22953869,2,0,0,2,2020-04-27 2:30:52
Colorado,US,37.76248981,-107.6763289,1,0,0,1,2020-04-27 2:30:52
Virginia,US,37.7583355,-77.49464673,105,7,0,98,2020-04-27 2:30:52
Kentucky,US,37.75599461,-85.17407732,5,0,0,5,2020-04-27 2:30:52
Illinois,US,37.75332999,-88.54119706,3,0,0,3,2020-04-27 2:30:52
California,US,37.75215114,-122.4385672,1408,22,0,1386,2020-04-27 2:30:52
Kansas,US,37.73836671,-100.4369088,2,0,0,2,2020-04-27 2:30:52
Virginia,US,37.73484642,-79.35296097,5,0,0,5,2020-04-27 2:30:52
West Virginia,US,37.73048351,-82.13338365,2,1,0,1,2020-04-27 2:30:52
Illinois,US,37.73033511,-88.92994027,25,0,0,25,2020-04-27 2:30:52
Kentucky,US,37.73028906,-87.0901948,154,3,0,151,2020-04-27 2:30:52
Missouri,US,37.72391475,-93.85445441,5,0,0,5,2020-04-27 2:30:52
Virginia,US,37.71889653,-76.46400482,1,0,0,1,2020-04-27 2:30:52
Virginia,US,37.71714806,-77.90381514,70,3,0,67,2020-04-27 2:30:52
Kentucky,US,37.71659336,-84.27220275,29,1,0,28,2020-04-27 2:30:52
Virginia,US,37.71044922,-76.88689628,2,0,0,2,2020-04-27 2:30:52
Virginia,US,37.70965316,-77.09384941,5,0,0,5,2020-04-27 2:30:52
Missouri,US,37.70660776,-89.82741088,41,0,0,41,2020-04-27 2:30:52
Kentucky,US,37.6976111,-85.96319251,35,0,0,35,2020-04-27 2:30:52
Kansas,US,37.69200114,-99.88825298,459,0,0,459,2020-04-27 2:30:52
Colorado,US,37.68473101,-104.9612585,2,0,0,2,2020-04-27 2:30:52
Kansas,US,37.6842718,-97.4608198,338,6,0,332,2020-04-27 2:30:52
Missouri,US,37.6811355,-93.02127031,2,0,0,2,2020-04-27 2:30:52
Colorado,US,37.66954283,-106.9281698,2,0,0,2,2020-04-27 2:30:52
Kentucky,US,37.66166713,-87.94300009,8,0,0,8,2020-04-27 2:30:52
West Virginia,US,37.65390597,-80.86009693,1,0,0,1,2020-04-27 2:30:52
Kansas,US,37.64780729,-98.73922153,1,0,0,1,2020-04-27 2:30:52
California,US,37.64629437,-121.8929271,1470,52,0,1418,2020-04-27 2:30:52
Nevada,US,37.64268459,-114.8790388,0,0,0,0,2020-04-27 2:30:52
Kentucky,US,37.6388668,-84.53289319,2,0,0,2,2020-04-27 2:30:52
Virginia,US,37.63191998,-76.55064617,4,0,0,4,2020-04-27 2:30:52
Utah,US,37.62762978,-109.8033714,43,2,0,41,2020-04-27 2:30:52
Kentucky,US,37.62680923,-84.8633779,17,0,0,17,2020-04-27 2:30:52
Missouri,US,37.6162296,-93.39828174,1,0,0,1,2020-04-27 2:30:52
West Virginia,US,37.612327,-81.54511071,1,0,0,1,2020-04-27 2:30:52
Virginia,US,37.60308293,-79.14548696,9,1,0,8,2020-04-27 2:30:52
Colorado,US,37.5836865,-106.3847838,7,0,0,7,2020-04-27 2:30:52
Shanxi,China,37.5777,112.2922,197,0,157,40,2020-04-26 23:40:37
Colorado,US,37.57250606,-105.7885451,10,2,0,8,2020-04-27 2:30:52
Virginia,US,37.57242268,-78.52518834,35,0,0,35,2020-04-27 2:30:52
Kansas,US,37.56304714,-101.7843534,4,0,0,4,2020-04-27 2:30:52
West Virginia,US,37.56274716,-80.54577965,5,0,0,5,2020-04-27 2:30:52
Kansas,US,37.56227336,-101.3079758,1,0,0,1,2020-04-27 2:30:52
Kentucky,US,37.56213922,-82.74750924,10,0,0,10,2020-04-27 2:30:52
Kansas,US,37.5620394,-100.8710738,7,0,0,7,2020-04-27 2:30:52
Kansas,US,37.55937174,-95.74323255,1,0,0,1,2020-04-27 2:30:52
Kansas,US,37.55862897,-95.30670046,2,0,0,2,2020-04-27 2:30:52
California,US,37.55862499,-120.9970722,286,5,0,281,2020-04-27 2:30:52
Kansas,US,37.55848695,-99.2856537,1,0,0,1,2020-04-27 2:30:52
Virginia,US,37.55531756,-79.80982182,27,3,0,24,2020-04-27 2:30:52
Missouri,US,37.55487945,-90.7735296,2,0,0,2,2020-04-27 2:30:52
Kentucky,US,37.55218078,-85.26898542,15,0,0,15,2020-04-27 2:30:52
Virginia,US,37.55016038,-77.91267882,11,0,0,11,2020-04-27 2:30:52
Kentucky,US,37.54567114,-85.70138352,5,0,0,5,2020-04-27 2:30:52
Virginia,US,37.53460572,-77.39326555,792,89,0,703,2020-04-27 2:30:52
Virginia,US,37.53255773,-77.47966921,301,14,0,287,2020-04-27 2:30:52
Kentucky,US,37.5301951,-87.26803443,12,1,0,11,2020-04-27 2:30:52
Kentucky,US,37.52333168,-83.31959161,2,0,0,2,2020-04-27 2:30:52
Kentucky,US,37.52168356,-87.67989953,20,0,0,20,2020-04-27 2:30:52
Illinois,US,37.51810645,-88.26873022,1,0,0,1,2020-04-27 2:30:52
Virginia,US,37.51328851,-78.24398086,10,0,0,10,2020-04-27 2:30:52
Virginia,US,37.50694406,-76.99828634,20,1,0,19,2020-04-27 2:30:52
Kansas,US,37.50675523,-94.85245778,7,1,0,6,2020-04-27 2:30:52
Virginia,US,37.48133648,-80.21072274,2,0,0,2,2020-04-27 2:30:52
Missouri,US,37.47865134,-90.3467143,1,0,0,1,2020-04-27 2:30:52
Kentucky,US,37.47751843,-86.85368087,38,0,0,38,2020-04-27 2:30:52
Illinois,US,37.47119609,-89.25548938,8,0,0,8,2020-04-27 2:30:52
Kentucky,US,37.47088263,-82.39487445,9,2,0,7,2020-04-27 2:30:52
Kentucky,US,37.46231118,-86.34248968,60,1,0,59,2020-04-27 2:30:52
Illinois,US,37.45939802,-88.88165419,4,0,0,4,2020-04-27 2:30:52
Kentucky,US,37.45475628,-84.6565327,4,1,0,3,2020-04-27 2:30:52
Virginia,US,37.44164146,-76.34098896,4,0,0,4,2020-04-27 2:30:52
Kentucky,US,37.42823949,-83.68811419,3,0,0,3,2020-04-27 2:30:52
California,US,37.4228808,-122.3275546,1019,41,0,978,2020-04-27 2:30:52
Kentucky,US,37.41866422,-83.99825483,60,6,0,54,2020-04-27 2:30:52
Virginia,US,37.40809042,-76.53524337,22,1,0,21,2020-04-27 2:30:52
West Virginia,US,37.40481169,-81.11023142,9,0,0,9,2020-04-27 2:30:52
Virginia,US,37.40021399,-79.19888138,50,1,0,49,2020-04-27 2:30:52
Missouri,US,37.38489388,-89.6843587,47,1,0,46,2020-04-27 2:30:52
West Virginia,US,37.38002939,-81.65083669,6,0,0,6,2020-04-27 2:30:52
Virginia,US,37.37569884,-78.81340003,17,0,0,17,2020-04-27 2:30:52
Virginia,US,37.37373208,-77.5868014,457,18,0,439,2020-04-27 2:30:52
Kentucky,US,37.3677562,-85.3329931,6,0,0,6,2020-04-27 2:30:52
Kentucky,US,37.36642393,-84.31176452,11,0,0,11,2020-04-27 2:30:52
Missouri,US,37.36085952,-90.97009925,2,0,0,2,2020-04-27 2:30:52
Kentucky,US,37.35839237,-88.0882609,3,1,0,2,2020-04-27 2:30:52
Kentucky,US,37.35388197,-82.94981134,3,0,0,3,2020-04-27 2:30:52
Virginia,US,37.35358063,-77.05634116,13,1,0,12,2020-04-27 2:30:52
Virginia,US,37.34081025,-77.98584649,15,1,0,14,2020-04-27 2:30:52
Virginia,US,37.34062933,-75.87751591,24,0,0,24,2020-04-27 2:30:52
Colorado,US,37.33859579,-108.5958857,15,2,0,13,2020-04-27 2:30:52
Kentucky,US,37.32533118,-84.92726209,1,0,0,1,2020-04-27 2:30:52
Missouri,US,37.32449052,-90.02725304,4,0,0,4,2020-04-27 2:30:52
Colorado,US,37.31940883,-102.5603223,10,0,0,10,2020-04-27 2:30:52
Missouri,US,37.31728859,-91.96564727,0,0,0,0,2020-04-27 2:30:52
Colorado,US,37.3153406,-104.0376458,3,0,0,3,2020-04-27 2:30:52
Virginia,US,37.31234791,-80.70636931,4,0,0,4,2020-04-27 2:30:52
Virginia,US,37.31156958,-76.76950618,153,12,0,141,2020-04-27 2:30:52
Kentucky,US,37.30939025,-87.54670406,183,19,0,164,2020-04-27 2:30:52
Virginia,US,37.3080028,-79.5281964,24,0,0,24,2020-04-27 2:30:52
Kentucky,US,37.29943898,-85.88461055,2,0,0,2,2020-04-27 2:30:52
Virginia,US,37.29186313,-77.29754684,22,0,0,22,2020-04-27 2:30:52
Colorado,US,37.28632032,-107.8429014,59,0,0,59,2020-04-27 2:30:52
Virginia,US,37.2836193,-80.06219455,9,0,0,9,2020-04-27 2:30:52
Missouri,US,37.2813734,-92.876329,13,0,0,13,2020-04-27 2:30:52
Virginia,US,37.28131268,-76.70905141,15,1,0,14,2020-04-27 2:30:52
Virginia,US,37.27791025,-79.96189766,33,0,0,33,2020-04-27 2:30:52
Colorado,US,37.27732493,-105.4276548,3,0,0,3,2020-04-27 2:30:52
Missouri,US,37.27029221,-92.46914488,9,0,0,9,2020-04-27 2:30:52
Ningxia,China,37.2692,106.1655,75,0,75,0,2020-03-16 8:47:05
Virginia,US,37.26865804,-80.06396753,39,0,0,39,2020-04-27 2:30:52
Virginia,US,37.26818323,-82.03749726,13,0,0,13,2020-04-27 2:30:52
Kentucky,US,37.26484328,-85.5540745,1,0,0,1,2020-04-27 2:30:52
Virginia,US,37.26420587,-77.39609676,45,3,0,42,2020-04-27 2:30:52
Missouri,US,37.2575872,-93.34230916,93,8,0,85,2020-04-27 2:30:52
Kentucky,US,37.25023553,-83.22922731,6,0,0,6,2020-04-27 2:30:52
Virginia,US,37.24374789,-76.54412815,44,1,0,43,2020-04-27 2:30:52
Kansas,US,37.23859987,-100.364831,2,0,0,2,2020-04-27 2:30:52
Kansas,US,37.23781842,-96.83776647,2,1,0,1,2020-04-27 2:30:52
Kansas,US,37.23682549,-97.47721621,3,1,0,2,2020-04-27 2:30:52
Kansas,US,37.23577007,-99.81883015,1,0,0,1,2020-04-27 2:30:52
California,US,37.23104908,-121.6970462,2084,100,0,1984,2020-04-27 2:30:52
Kansas,US,37.2288586,-98.68460053,1,0,0,1,2020-04-27 2:30:52
Illinois,US,37.22631423,-89.13085001,15,0,0,15,2020-04-27 2:30:52
Virginia,US,37.22554789,-78.43597949,41,2,0,39,2020-04-27 2:30:52
Illinois,US,37.22078441,-88.71036614,4,0,0,4,2020-04-27 2:30:52
California,US,37.21513971,-119.7665589,40,2,0,38,2020-04-27 2:30:52
Kentucky,US,37.21425819,-87.14632053,111,4,0,107,2020-04-27 2:30:52
Kentucky,US,37.21218923,-86.23955613,15,0,0,15,2020-04-27 2:30:52
Kentucky,US,37.21137452,-88.34797529,1,0,0,1,2020-04-27 2:30:52
Kentucky,US,37.20946153,-86.68748787,104,3,0,101,2020-04-27 2:30:52
Virginia,US,37.20553386,-79.09678609,11,0,0,11,2020-04-27 2:30:52
Virginia,US,37.20530399,-77.39368102,27,2,0,25,2020-04-27 2:30:52
Missouri,US,37.20351921,-94.34050458,24,0,0,24,2020-04-27 2:30:52
Colorado,US,37.19474156,-107.0476867,8,0,0,8,2020-04-27 2:30:52
Kansas,US,37.19324632,-100.8507201,336,0,0,336,2020-04-27 2:30:52
Kansas,US,37.19236568,-95.74329258,16,2,0,14,2020-04-27 2:30:52
Kansas,US,37.1923008,-101.3118967,6,0,0,6,2020-04-27 2:30:52
Kansas,US,37.19141121,-101.7992519,2,0,0,2,2020-04-27 2:30:52
Kansas,US,37.19113093,-95.29849679,21,0,0,21,2020-04-27 2:30:52
California,US,37.18922369,-120.7209035,103,3,0,100,2020-04-27 2:30:52
Virginia,US,37.18497668,-77.22922187,30,0,0,30,2020-04-27 2:30:52
Illinois,US,37.18049267,-89.32910838,3,0,0,3,2020-04-27 2:30:52
Virginia,US,37.17746986,-80.37868691,51,1,0,50,2020-04-27 2:30:52
Kansas,US,37.16928494,-94.8462897,7,0,0,7,2020-04-27 2:30:52
Kentucky,US,37.16451126,-83.712575,1,0,0,1,2020-04-27 2:30:52
Kansas,US,37.14994405,-96.2454192,3,0,0,3,2020-04-27 2:30:52
Kentucky,US,37.14749129,-87.86948214,13,0,0,13,2020-04-27 2:30:52
Virginia,US,37.1435975,-78.05065922,11,0,0,11,2020-04-27 2:30:52
Virginia,US,37.14259351,-76.35798148,6,0,0,6,2020-04-27 2:30:52
Virginia,US,37.13128068,-81.13599391,0,0,0,0,2020-04-27 2:30:52
Virginia,US,37.12560977,-82.35124171,0,0,0,0,2020-04-27 2:30:52
Kentucky,US,37.12306748,-82.85346474,2,0,0,2,2020-04-27 2:30:52
Virginia,US,37.12222899,-80.5602732,3,0,0,3,2020-04-27 2:30:52
Virginia,US,37.12191123,-81.56685568,4,0,0,4,2020-04-27 2:30:52
Virginia,US,37.11781893,-76.88450012,4,1,0,3,2020-04-27 2:30:52
Kentucky,US,37.10975748,-84.11321779,14,2,0,12,2020-04-27 2:30:52
Kentucky,US,37.10466131,-84.57629079,41,2,0,39,2020-04-27 2:30:52
Kentucky,US,37.10459774,-85.28129668,83,9,0,74,2020-04-27 2:30:52
Kentucky,US,37.09246661,-83.37999606,2,0,0,2,2020-04-27 2:30:52
Virginia,US,37.08166899,-76.51754109,111,6,0,105,2020-04-27 2:30:52
Virginia,US,37.07544585,-77.63451754,14,0,0,14,2020-04-27 2:30:52
Virginia,US,37.06474963,-80.71229738,10,0,0,10,2020-04-27 2:30:52
Kentucky,US,37.05842757,-88.99427697,7,0,0,7,2020-04-27 2:30:52
Missouri,US,37.05588075,-89.56474493,61,1,0,60,2020-04-27 2:30:52
California,US,37.05580291,-122.0066524,120,2,0,118,2020-04-27 2:30:52
Kentucky,US,37.05350953,-88.70445755,43,2,0,41,2020-04-27 2:30:52
Virginia,US,37.03513786,-76.35879121,104,1,0,103,2020-04-27 2:30:52
Kentucky,US,37.02080035,-88.07886257,14,3,0,11,2020-04-27 2:30:52
Virginia,US,37.01909701,-78.66314092,7,0,0,7,2020-04-27 2:30:52
Kentucky,US,36.99903045,-86.42672751,219,0,0,219,2020-04-27 2:30:52
Virginia,US,36.99536167,-79.88023649,19,0,0,19,2020-04-27 2:30:52
Kentucky,US,36.99308373,-85.06070117,16,2,0,14,2020-04-27 2:30:52
Virginia,US,36.9746148,-82.62410519,20,1,0,19,2020-04-27 2:30:52
Missouri,US,36.9711783,-93.18537118,19,0,0,19,2020-04-27 2:30:52
Kentucky,US,36.96469836,-85.93338945,13,0,0,13,2020-04-27 2:30:52
Virginia,US,36.94618528,-78.24133319,4,0,0,4,2020-04-27 2:30:52
Missouri,US,36.94160441,-90.96051322,3,1,0,2,2020-04-27 2:30:52
Virginia,US,36.93357076,-82.62750411,2,0,0,2,2020-04-27 2:30:52
Virginia,US,36.9302832,-82.10095486,3,0,0,3,2020-04-27 2:30:52
Virginia,US,36.9302126,-80.36738849,1,0,0,1,2020-04-27 2:30:52
Virginia,US,36.92432914,-77.25791182,28,1,0,27,2020-04-27 2:30:52
Virginia,US,36.91582035,-81.07834059,11,1,0,10,2020-04-27 2:30:52
Virginia,US,36.90579348,-76.70842863,93,2,0,91,2020-04-27 2:30:52
Missouri,US,36.90519407,-94.3394104,10,1,0,9,2020-04-27 2:30:52
Virginia,US,36.89934014,-76.26420872,179,3,0,176,2020-04-27 2:30:52
Kentucky,US,36.89267803,-87.49055367,85,3,0,82,2020-04-27 2:30:52
Kentucky,US,36.89225732,-83.85403396,5,0,0,5,2020-04-27 2:30:52
Kentucky,US,36.8800707,-88.32803576,31,0,0,31,2020-04-27 2:30:52
Kentucky,US,36.85949479,-86.877635,8,0,0,8,2020-04-27 2:30:52
Virginia,US,36.85914825,-76.35971629,108,5,0,103,2020-04-27 2:30:52
Missouri,US,36.85571651,-89.9444155,19,0,0,19,2020-04-27 2:30:52
Kentucky,US,36.85372876,-88.9669222,1,0,0,1,2020-04-27 2:30:52
Virginia,US,36.84455636,-81.53344948,13,0,0,13,2020-04-27 2:30:52
Kentucky,US,36.8381152,-87.17878374,11,0,0,11,2020-04-27 2:30:52
Oklahoma,US,36.83532655,-94.81011909,29,1,0,28,2020-04-27 2:30:52
Missouri,US,36.82516239,-89.29505753,23,0,0,23,2020-04-27 2:30:52
Virginia,US,36.81980341,-79.39731264,11,1,0,10,2020-04-27 2:30:52
Oklahoma,US,36.81799745,-97.14421435,47,6,0,41,2020-04-27 2:30:52
Kentucky,US,36.80767017,-87.87333656,5,0,0,5,2020-04-27 2:30:52
Kentucky,US,36.80310688,-84.8251971,6,0,0,6,2020-04-27 2:30:52
Oklahoma,US,36.79843529,-95.61902331,20,0,0,20,2020-04-27 2:30:52
Oklahoma,US,36.796297,-97.78638765,2,0,0,2,2020-04-27 2:30:52
Kentucky,US,36.78926125,-85.39050034,5,0,0,5,2020-04-27 2:30:52
Oklahoma,US,36.78836519,-99.6679804,1,0,0,1,2020-04-27 2:30:52
Missouri,US,36.77383887,-91.88683935,5,0,0,5,2020-04-27 2:30:52
Oklahoma,US,36.76705782,-98.86573064,3,0,0,3,2020-04-27 2:30:52
Virginia,US,36.76654925,-78.93512622,17,0,0,17,2020-04-27 2:30:52
Virginia,US,36.76366949,-77.8593436,14,0,0,14,2020-04-27 2:30:52
Oklahoma,US,36.76268118,-95.20916602,9,0,0,9,2020-04-27 2:30:52
California,US,36.75733899,-119.6466953,458,7,0,451,2020-04-27 2:30:52
Kentucky,US,36.75700531,-84.14541217,11,0,0,11,2020-04-27 2:30:52
Kentucky,US,36.75197631,-86.19457544,7,0,0,7,2020-04-27 2:30:52
Missouri,US,36.75000327,-93.45256475,3,0,0,3,2020-04-27 2:30:52
Oklahoma,US,36.7496847,-100.4758872,3,0,0,3,2020-04-27 2:30:52
Oklahoma,US,36.74817177,-102.5173885,1,0,0,1,2020-04-27 2:30:52
Oklahoma,US,36.74777635,-101.4889765,73,1,0,72,2020-04-27 2:30:52
Kentucky,US,36.74058474,-86.58047435,24,2,0,22,2020-04-27 2:30:52
Kentucky,US,36.73874143,-84.48102924,11,0,0,11,2020-04-27 2:30:52
Virginia,US,36.73285734,-76.04566934,345,10,0,335,2020-04-27 2:30:52
Oklahoma,US,36.73090616,-98.32408495,1,0,0,1,2020-04-27 2:30:52
Virginia,US,36.73066666,-80.73455942,3,0,0,3,2020-04-27 2:30:52
Kentucky,US,36.72581156,-85.13377529,2,0,0,2,2020-04-27 2:30:52
Virginia,US,36.72341572,-81.95666289,34,3,0,31,2020-04-27 2:30:52
Kentucky,US,36.72292505,-88.65143315,114,11,0,103,2020-04-27 2:30:52
Virginia,US,36.72231125,-77.10642712,115,1,0,114,2020-04-27 2:30:52
Virginia,US,36.71466456,-82.60171704,6,1,0,5,2020-04-27 2:30:52
Missouri,US,36.71462476,-90.40421163,26,0,0,26,2020-04-27 2:30:52
Oklahoma,US,36.71380786,-95.90514104,229,15,0,214,2020-04-27 2:30:52
Kentucky,US,36.71225341,-85.71596443,4,0,0,4,2020-04-27 2:30:52
Missouri,US,36.70978521,-93.82919888,6,0,0,6,2020-04-27 2:30:52
Virginia,US,36.70586667,-83.12606515,8,0,0,8,2020-04-27 2:30:52
Virginia,US,36.70155394,-76.63603554,147,5,0,142,2020-04-27 2:30:52
Virginia,US,36.69455571,-77.53406129,18,2,0,16,2020-04-27 2:30:52
Missouri,US,36.68710164,-91.4033755,1,0,0,1,2020-04-27 2:30:52
Virginia,US,36.68542395,-79.87634026,14,1,0,13,2020-04-27 2:30:52
Virginia,US,36.6831435,-76.93859681,16,0,0,16,2020-04-27 2:30:52
Virginia,US,36.68212094,-79.86352771,0,0,0,0,2020-04-27 2:30:52
Virginia,US,36.6801638,-80.2865648,2,0,0,2,2020-04-27 2:30:52
Kentucky,US,36.6794808,-88.97875928,1,0,0,1,2020-04-27 2:30:52
Virginia,US,36.67882005,-78.36131056,94,9,0,85,2020-04-27 2:30:52
Virginia,US,36.67878901,-77.56351439,30,5,0,25,2020-04-27 2:30:52
Virginia,US,36.67670048,-76.30545744,208,6,0,202,2020-04-27 2:30:52
Virginia,US,36.66601852,-80.91703124,4,0,0,4,2020-04-27 2:30:52
Virginia,US,36.65677234,-81.23215889,0,0,0,0,2020-04-27 2:30:52
Missouri,US,36.65465345,-93.04075153,10,1,0,9,2020-04-27 2:30:52
Missouri,US,36.65460667,-90.85990261,5,0,0,5,2020-04-27 2:30:52
Oklahoma,US,36.62888819,-96.39635704,72,8,0,64,2020-04-27 2:30:52
Missouri,US,36.62869595,-94.34867205,4,0,0,4,2020-04-27 2:30:52
Kentucky,US,36.62093411,-88.2731593,31,1,0,30,2020-04-27 2:30:52
Virginia,US,36.6163024,-82.16359122,1,0,0,1,2020-04-27 2:30:52
New Mexico,US,36.60569702,-104.6472674,5,0,0,5,2020-04-27 2:30:52
California,US,36.60308176,-121.069975,47,2,0,45,2020-04-27 2:30:52
Missouri,US,36.59666326,-89.66070007,9,0,0,9,2020-04-27 2:30:52
Virginia,US,36.58022376,-79.40395668,33,1,0,32,2020-04-27 2:30:52
New Mexico,US,36.58006022,-105.6310198,17,0,0,17,2020-04-27 2:30:52
Kentucky,US,36.55238827,-89.20140068,1,0,0,1,2020-04-27 2:30:52
Tennessee,US,36.55151008,-85.53930419,5,0,0,5,2020-04-27 2:30:52
Tennessee,US,36.53157855,-86.00778595,38,3,0,35,2020-04-27 2:30:52
Tennessee,US,36.52692871,-83.22375847,0,0,0,0,2020-04-27 2:30:52
Tennessee,US,36.52454807,-86.87346725,136,0,0,136,2020-04-27 2:30:52
Tennessee,US,36.51240691,-82.30412917,47,1,0,46,2020-04-27 2:30:52
California,US,36.51112084,-117.4111978,19,1,0,18,2020-04-27 2:30:52
New Mexico,US,36.51072137,-106.6931674,14,0,0,14,2020-04-27 2:30:52
New Mexico,US,36.50838318,-108.320437,442,35,0,407,2020-04-27 2:30:52
Tennessee,US,36.50235092,-87.83920548,7,0,0,7,2020-04-27 2:30:52
Tennessee,US,36.49609412,-87.38550661,136,2,0,134,2020-04-27 2:30:52
North Carolina,US,36.49360862,-81.12857041,2,0,0,2,2020-04-27 2:30:52
Tennessee,US,36.48319149,-83.65947309,5,0,0,5,2020-04-27 2:30:52
New Mexico,US,36.48126404,-103.4709624,3,0,0,3,2020-04-27 2:30:52
Tennessee,US,36.46824103,-86.45917204,593,34,0,559,2020-04-27 2:30:52
Tennessee,US,36.4552395,-81.84886538,2,0,0,2,2020-04-27 2:30:52
North Carolina,US,36.44667547,-76.69749701,7,0,0,7,2020-04-27 2:30:52
Tennessee,US,36.44355426,-82.94885298,29,2,0,27,2020-04-27 2:30:52
North Carolina,US,36.43296207,-81.49862729,4,0,0,4,2020-04-27 2:30:52
Tennessee,US,36.42325673,-84.50360494,11,0,0,11,2020-04-27 2:30:52
Oklahoma,US,36.42316318,-99.26283045,1,0,0,1,2020-04-27 2:30:52
North Carolina,US,36.41736238,-77.39769443,82,3,0,79,2020-04-27 2:30:52
North Carolina,US,36.41689489,-80.69102283,12,0,0,12,2020-04-27 2:30:52
Oklahoma,US,36.40823634,-94.80325046,90,10,0,80,2020-04-27 2:30:52
