Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Last_Update
Ohio,US,41.56052014,-84.58429552,29,1,0,28,2020-04-27 2:30:52
Indiana,US,41.54366008,-86.74072188,188,5,0,183,2020-04-27 2:30:52
Ohio,US,41.53781826,-83.0940185,37,0,0,37,2020-04-27 2:30:52
Nebraska,US,41.52815707,-96.22019892,22,1,0,21,2020-04-27 2:30:52
Utah,US,41.52106798,-113.0832816,60,1,0,59,2020-04-27 2:30:52
Pennsylvania,US,41.51955538,-76.01074915,17,2,0,15,2020-04-27 2:30:52
Pennsylvania,US,41.51095103,-79.23229292,7,0,0,7,2020-04-27 2:30:52
Ohio,US,41.49952319,-81.17935342,137,14,0,123,2020-04-27 2:30:52
Connecticut,US,41.48896435,-72.10430976,498,31,0,467,2020-04-27 2:30:52
Iowa,US,41.48370744,-91.1121697,305,7,0,298,2020-04-27 2:30:52
Illinois,US,41.46613806,-90.57042164,304,6,0,298,2020-04-27 2:30:52
Indiana,US,41.45986947,-87.06848888,212,5,0,207,2020-04-27 2:30:52
Rhode Island,US,41.45961631,-71.61435303,292,0,0,292,2020-04-27 2:30:52
Connecticut,US,41.45949668,-72.53714864,588,66,0,522,2020-04-27 2:30:52
Pennsylvania,US,41.44634738,-76.51246591,1,0,0,1,2020-04-27 2:30:52
Illinois,US,41.44619267,-87.97862712,2126,133,0,1993,2020-04-27 2:30:52
Pennsylvania,US,41.43625568,-78.20376845,1,0,0,1,2020-04-27 2:30:52
Pennsylvania,US,41.43564672,-75.60379201,793,63,0,730,2020-04-27 2:30:52
Pennsylvania,US,41.42822061,-78.64524744,3,0,0,3,2020-04-27 2:30:52
New York,US,41.42630093,-73.74965532,904,7,0,897,2020-04-25 0:00:00
Ohio,US,41.424119,-81.65918339,1902,91,0,1811,2020-04-27 2:30:52
Indiana,US,41.41874274,-87.38277575,1533,69,0,1464,2020-04-27 2:30:52
Connecticut,US,41.4080325,-72.93620426,6715,429,0,6286,2020-04-27 2:30:52
Nevada,US,41.40692186,-118.1109427,36,2,0,34,2020-04-27 2:30:52
Massachusetts,US,41.40674725,-70.68763497,25,1,0,24,2020-04-27 2:30:52
Illinois,US,41.40385234,-89.5283051,10,0,0,10,2020-04-27 2:30:52
New York,US,41.40337468,-74.30240757,8106,274,0,7832,2020-04-25 0:00:00
Pennsylvania,US,41.40323442,-79.75845449,7,0,0,7,2020-04-27 2:30:52
Indiana,US,41.39804622,-84.99906934,15,1,0,14,2020-04-27 2:30:52
Nebraska,US,41.39750195,-97.99327291,1,0,0,1,2020-04-27 2:30:52
Indiana,US,41.39672484,-85.41966713,54,7,0,47,2020-04-27 2:30:52
Nebraska,US,41.39374521,-99.72805369,22,2,0,20,2020-04-27 2:30:52
,Uzbekistan,41.377491,64.585262,1869,8,789,1072,2020-04-27 2:30:33
Ohio,US,41.36796058,-82.62904521,47,3,0,44,2020-04-27 2:30:52
Ohio,US,41.36224827,-83.62285108,133,17,0,116,2020-04-27 2:30:52
Ohio,US,41.35624126,-83.137872,20,2,0,18,2020-04-27 2:30:52
Illinois,US,41.3533994,-90.13296166,36,0,0,36,2020-04-27 2:30:52
Illinois,US,41.3442613,-88.88633881,44,1,0,43,2020-04-27 2:30:52
Pennsylvania,US,41.34310539,-77.06629984,55,0,0,55,2020-04-27 2:30:52
Iowa,US,41.33649833,-92.1785067,2,0,0,2,2020-04-27 2:30:52
Iowa,US,41.33640314,-95.53907776,25,1,0,24,2020-04-27 2:30:52
Iowa,US,41.33577126,-91.71725711,132,5,0,127,2020-04-27 2:30:52
Iowa,US,41.33559454,-93.56007641,19,0,0,19,2020-04-27 2:30:52
Iowa,US,41.33521503,-92.64083907,9,1,0,8,2020-04-27 2:30:52
Iowa,US,41.33445101,-93.09934783,7,0,0,7,2020-04-27 2:30:52
Ohio,US,41.3339642,-84.06830637,4,0,0,4,2020-04-27 2:30:52
Pennsylvania,US,41.33155042,-75.03208106,349,12,0,337,2020-04-27 2:30:52
Iowa,US,41.33149454,-94.92792482,1,0,0,1,2020-04-27 2:30:52
Iowa,US,41.33081904,-94.01554631,3,1,0,2,2020-04-27 2:30:52
Iowa,US,41.33075609,-94.47105874,1,0,0,1,2020-04-27 2:30:52
Indiana,US,41.32467367,-86.26185087,27,1,0,26,2020-04-27 2:30:52
Ohio,US,41.32398837,-84.49076944,19,1,0,18,2020-04-27 2:30:52
Ohio,US,41.31735028,-80.76109643,293,24,0,269,2020-04-27 2:30:52
Wyoming,US,41.3070252,-104.6887497,125,0,0,125,2020-04-27 2:30:52
Pennsylvania,US,41.30248872,-80.25816981,65,1,0,64,2020-04-27 2:30:52
Liaoning,China,41.2956,122.6085,146,2,143,1,2020-04-20 1:20:14
Ohio,US,41.29553751,-82.15083537,377,19,0,358,2020-04-27 2:30:52
Nebraska,US,41.29518299,-96.15085305,419,10,0,409,2020-04-27 2:30:52
Wyoming,US,41.2878183,-110.5475782,7,0,0,7,2020-04-27 2:30:52
Illinois,US,41.28569601,-88.41905692,30,0,0,30,2020-04-27 2:30:52
Indiana,US,41.27890281,-86.64686895,15,1,0,14,2020-04-27 2:30:52
Utah,US,41.27116049,-111.9145117,145,2,0,143,2020-04-27 2:30:52
Connecticut,US,41.26809896,-73.3881171,10529,707,0,9822,2020-04-27 2:30:52
Indiana,US,41.24521668,-85.86312322,29,1,0,28,2020-04-27 2:30:52
Pennsylvania,US,41.23255967,-77.63785995,21,0,0,21,2020-04-27 2:30:52
Nebraska,US,41.2278103,-96.63773905,9,0,0,9,2020-04-27 2:30:52
Nebraska,US,41.22703692,-97.13106306,2,0,0,2,2020-04-27 2:30:52
Nebraska,US,41.22045983,-98.97588642,1,0,0,1,2020-04-27 2:30:52
Nebraska,US,41.2200529,-98.5166499,12,0,0,12,2020-04-27 2:30:52
Nebraska,US,41.21999357,-102.9941693,5,0,0,5,2020-04-27 2:30:52
Iowa,US,41.21842119,-91.26102611,266,2,0,264,2020-04-27 2:30:52
Illinois,US,41.20596782,-90.74290052,7,0,0,7,2020-04-27 2:30:52
,Kyrgyzstan,41.20438,74.766098,682,8,370,304,2020-04-27 2:30:33
Nebraska,US,41.19774275,-103.7148131,9,0,0,9,2020-04-27 2:30:52
Pennsylvania,US,41.19265812,-79.42413524,22,1,0,21,2020-04-27 2:30:52
Nebraska,US,41.18813488,-97.56630712,5,0,0,5,2020-04-27 2:30:52
Pennsylvania,US,41.17823008,-75.98447579,2008,67,0,1941,2020-04-27 2:30:52
Ohio,US,41.16793482,-81.19735782,220,31,0,189,2020-04-27 2:30:52
Nebraska,US,41.16624273,-98.0374887,10,0,0,10,2020-04-27 2:30:52
New York,US,41.16278376,-73.75741653,27664,946,0,26718,2020-04-25 0:00:00
,Albania,41.1533,20.1683,726,28,410,288,2020-04-27 2:30:33
New York,US,41.15027894,-74.02560498,11256,453,0,10803,2020-04-25 0:00:00
Ohio,US,41.14651175,-82.59867951,28,1,0,27,2020-04-27 2:30:52
Nevada,US,41.14531606,-115.3577619,12,1,0,11,2020-04-27 2:30:52
New Jersey,US,41.13891592,-74.69118243,855,92,0,763,2020-04-27 2:30:52
Indiana,US,41.13863784,-85.50791236,16,1,0,15,2020-04-27 2:30:52
Illinois,US,41.13746989,-87.86205334,304,23,0,281,2020-04-27 2:30:52
Pennsylvania,US,41.12913106,-78.9986361,4,0,0,4,2020-04-27 2:30:52
Ohio,US,41.12464734,-81.53123079,485,38,0,447,2020-04-27 2:30:52
Ohio,US,41.12351311,-83.12783209,13,1,0,12,2020-04-27 2:30:52
Ohio,US,41.11770589,-81.8998621,160,13,0,147,2020-04-27 2:30:52
Ohio,US,41.11676341,-84.5801017,8,0,0,8,2020-04-27 2:30:52
Nebraska,US,41.11314181,-96.11156432,87,0,0,87,2020-04-27 2:30:52
Xinjiang,China,41.1129,85.2401,76,3,73,0,2020-03-08 5:31:02
Illinois,US,41.09309773,-89.79745866,1,0,0,1,2020-04-27 2:30:52
Indiana,US,41.09194313,-85.06800636,439,27,0,412,2020-04-27 2:30:52
Pennsylvania,US,41.05934058,-75.34031025,1065,45,0,1020,2020-04-27 2:30:52
Pennsylvania,US,41.04821986,-76.40565017,269,7,0,262,2020-04-27 2:30:52
Indiana,US,41.0469907,-86.26252745,13,0,0,13,2020-04-27 2:30:52
Nebraska,US,41.04658298,-100.7475374,20,1,0,19,2020-04-27 2:30:52
Indiana,US,41.04166107,-86.69890683,13,0,0,13,2020-04-27 2:30:52
Iowa,US,41.03299766,-95.61920963,2,0,0,2,2020-04-27 2:30:52
Illinois,US,41.0327901,-89.34510444,4,0,0,4,2020-04-27 2:30:52
New Jersey,US,41.03238628,-74.29954144,11137,426,0,10711,2020-04-27 2:30:52
Iowa,US,41.03192394,-91.94849466,6,0,0,6,2020-04-27 2:30:52
Iowa,US,41.03064984,-92.40954728,9,0,0,9,2020-04-27 2:30:52
Pennsylvania,US,41.03023987,-76.66345939,47,0,0,47,2020-04-27 2:30:52
Iowa,US,41.03018714,-95.15642896,1,0,0,1,2020-04-27 2:30:52
Iowa,US,41.02868181,-93.78499767,2,0,0,2,2020-04-27 2:30:52
Iowa,US,41.0277278,-94.24234847,1,0,0,1,2020-04-27 2:30:52
Ohio,US,41.02094889,-84.1336111,54,5,0,49,2020-04-27 2:30:52
Indiana,US,41.02078733,-87.11553319,28,1,0,27,2020-04-27 2:30:52
Ohio,US,41.01631101,-80.77287029,737,66,0,671,2020-04-27 2:30:52
Ohio,US,41.00250487,-83.66838948,34,1,0,33,2020-04-27 2:30:52
Pennsylvania,US,41.00110782,-78.47592663,11,0,0,11,2020-04-27 2:30:52
Pennsylvania,US,40.99206278,-80.33393706,61,5,0,56,2020-04-27 2:30:52
Utah,US,40.99001837,-112.1139997,275,2,0,273,2020-04-27 2:30:52
Iowa,US,40.98767962,-91.54436349,31,1,0,30,2020-04-27 2:30:52
Pennsylvania,US,40.96188846,-77.05996014,31,0,0,31,2020-04-27 2:30:52
New Jersey,US,40.96010917,-74.07164325,14965,955,0,14010,2020-04-27 2:30:52
Indiana,US,40.95610449,-87.39635768,46,5,0,41,2020-04-27 2:30:52
Illinois,US,40.93148779,-90.2133034,36,0,0,36,2020-04-27 2:30:52
Pennsylvania,US,40.92058903,-77.82200624,81,1,0,80,2020-04-27 2:30:52
Iowa,US,40.92012606,-91.18326592,16,1,0,15,2020-04-27 2:30:52
Pennsylvania,US,40.91545395,-75.7068525,163,12,0,151,2020-04-27 2:30:52
Pennsylvania,US,40.91152759,-79.91351055,170,6,0,164,2020-04-27 2:30:52
Nebraska,US,40.90899107,-96.13971217,4,0,0,4,2020-04-27 2:30:52
Illinois,US,40.89188292,-88.55784752,20,1,0,19,2020-04-27 2:30:52
New York,US,40.88320119,-72.8012172,32059,1070,0,30989,2020-04-25 0:00:00
Nebraska,US,40.87349452,-98.02099117,46,2,0,44,2020-04-27 2:30:52
Nebraska,US,40.87272618,-97.59710186,10,0,0,10,2020-04-27 2:30:52
Nebraska,US,40.87257079,-98.50218293,876,12,0,864,2020-04-27 2:30:52
Nebraska,US,40.87241834,-97.139673,6,1,0,5,2020-04-27 2:30:52
Nebraska,US,40.87028216,-99.8201461,367,0,0,367,2020-04-27 2:30:52
Utah,US,40.86688146,-110.9535882,357,0,0,357,2020-04-27 2:30:52
New Jersey,US,40.86095313,-74.5455371,4976,351,0,4625,2020-04-27 2:30:52
New Jersey,US,40.85951833,-74.99556527,778,65,0,713,2020-04-27 2:30:52
Ohio,US,40.8554138,-84.591117,3,0,0,3,2020-04-27 2:30:52
Nebraska,US,40.85486962,-99.07500296,86,1,0,85,2020-04-27 2:30:52
Ohio,US,40.85065156,-82.91989099,39,0,0,39,2020-04-27 2:30:52
Illinois,US,40.84925021,-90.6147432,49,0,0,49,2020-04-27 2:30:52
Pennsylvania,US,40.84785433,-76.70798222,90,0,0,90,2020-04-27 2:30:52
Ohio,US,40.84772277,-82.27280781,6,0,0,6,2020-04-27 2:30:52
Indiana,US,40.84704239,-85.79328272,19,1,0,18,2020-04-27 2:30:52
Ohio,US,40.84339621,-83.30734173,24,2,0,22,2020-04-27 2:30:52
Ohio,US,40.82925852,-81.88844833,104,21,0,83,2020-04-27 2:30:52
Indiana,US,40.82907273,-85.48822092,7,2,0,5,2020-04-27 2:30:52
Illinois,US,40.81908672,-90.92491462,4,0,0,4,2020-04-27 2:30:52
Pennsylvania,US,40.81665618,-79.46290811,46,2,0,44,2020-04-27 2:30:52
Ohio,US,40.81482476,-81.36437305,310,34,0,276,2020-04-27 2:30:52
Illinois,US,40.78702156,-89.76078901,65,2,0,63,2020-04-27 2:30:52
New Jersey,US,40.78681335,-74.24657979,12863,1023,0,11840,2020-04-27 2:30:52
Illinois,US,40.78579374,-89.20973757,11,1,0,10,2020-04-27 2:30:52
Nebraska,US,40.78416049,-96.68777155,140,1,0,139,2020-04-27 2:30:52
Ohio,US,40.77285242,-84.10802343,108,18,0,90,2020-04-27 2:30:52
Ohio,US,40.77180308,-82.5379961,78,1,0,77,2020-04-27 2:30:52
Pennsylvania,US,40.77129231,-77.06840691,33,1,0,32,2020-04-27 2:30:52
Indiana,US,40.76940965,-86.04525048,65,0,0,65,2020-04-27 2:30:52
Ohio,US,40.76932373,-80.78094576,223,18,0,205,2020-04-27 2:30:52
New York,US,40.7672726,-73.97152637,158258,17280,0,140978,2020-04-27 2:30:52
California,US,40.76391419,-122.0396884,30,4,0,26,2020-04-27 2:30:52
Indiana,US,40.76135835,-86.34830753,586,1,0,585,2020-04-27 2:30:52
Iowa,US,40.75326764,-91.95017958,8,0,0,8,2020-04-27 2:30:52
Pennsylvania,US,40.75182733,-75.30471829,1813,49,0,1764,2020-04-27 2:30:52
Indiana,US,40.74911165,-86.86492015,26,0,0,26,2020-04-27 2:30:52
Illinois,US,40.74717633,-87.82466784,18,0,0,18,2020-04-27 2:30:52
Indiana,US,40.7457653,-84.93671406,8,1,0,7,2020-04-27 2:30:52
Iowa,US,40.74324454,-92.86865906,2,2,0,0,2020-04-27 2:30:52
New York,US,40.74066522,-73.58941873,34522,1587,0,32935,2020-04-25 0:00:00
Iowa,US,40.7393172,-95.1497813,5,0,0,5,2020-04-27 2:30:52
New Jersey,US,40.73766234,-74.07515667,13708,661,0,13047,2020-04-27 2:30:52
Iowa,US,40.73710579,-94.69778563,1,0,0,1,2020-04-27 2:30:52
Indiana,US,40.72934187,-85.22132966,5,0,0,5,2020-04-27 2:30:52
Colorado,US,40.7249637,-103.110817,248,1,0,247,2020-04-27 2:30:52
Pennsylvania,US,40.70497338,-76.2150785,321,5,0,316,2020-04-27 2:30:52
California,US,40.69923009,-123.876044,53,0,0,53,2020-04-27 2:30:52
Pennsylvania,US,40.6825484,-80.34921611,366,46,0,320,2020-04-27 2:30:52
Colorado,US,40.66671597,-105.4625784,312,18,0,294,2020-04-27 2:30:52
Utah,US,40.66616532,-111.9216011,2144,24,0,2120,2020-04-27 2:30:52
Nevada,US,40.66562265,-119.6631594,804,27,0,777,2020-04-27 2:30:52
Ohio,US,40.66015414,-83.65929931,23,0,0,23,2020-04-27 2:30:52
New Jersey,US,40.65835409,-74.30680092,11853,571,0,11282,2020-04-27 2:30:52
Pennsylvania,US,40.65241041,-79.08963285,63,4,0,59,2020-04-27 2:30:52
Nebraska,US,40.64843556,-96.13374142,1,0,0,1,2020-04-27 2:30:52
Iowa,US,40.64181461,-91.48183025,5,0,0,5,2020-04-27 2:30:52
Colorado,US,40.61810999,-108.2070876,6,0,0,6,2020-04-27 2:30:52
Pennsylvania,US,40.6154815,-75.59435245,2601,51,0,2550,2020-04-27 2:30:52
Pennsylvania,US,40.61116939,-77.61070738,27,0,0,27,2020-04-27 2:30:52
Indiana,US,40.60626947,-87.31093999,6,0,0,6,2020-04-27 2:30:52
Illinois,US,40.59706922,-88.22350769,8,1,0,7,2020-04-27 2:30:52
Colorado,US,40.59414277,-102.3577703,5,0,0,5,2020-04-27 2:30:52
Ohio,US,40.58610662,-83.15736305,2178,4,0,2174,2020-04-27 2:30:52
Indiana,US,40.5807832,-86.56198812,13,1,0,12,2020-04-27 2:30:52
Ohio,US,40.5789686,-81.09178213,20,1,0,19,2020-04-27 2:30:52
New Jersey,US,40.56465737,-74.61683016,3144,223,0,2921,2020-04-27 2:30:52
New Jersey,US,40.56335249,-74.91284156,536,23,0,513,2020-04-27 2:30:52
Ohio,US,40.56163713,-81.92635677,5,1,0,4,2020-04-27 2:30:52
Ohio,US,40.55998859,-84.2242143,30,3,0,27,2020-04-27 2:30:52
Colorado,US,40.55499405,-104.3929621,1469,82,0,1387,2020-04-27 2:30:52
Ohio,US,40.54043046,-84.62912742,18,1,0,17,2020-04-27 2:30:52
Pennsylvania,US,40.53358749,-77.3997513,78,0,0,78,2020-04-27 2:30:52
Nebraska,US,40.52458567,-97.59646937,1,0,0,1,2020-04-27 2:30:52
Nebraska,US,40.5244942,-98.50117804,129,2,0,127,2020-04-27 2:30:52
Nebraska,US,40.52439441,-98.05126296,4,0,0,4,2020-04-27 2:30:52
Nebraska,US,40.52418865,-97.14085859,60,0,0,60,2020-04-27 2:30:52
Ohio,US,40.5236356,-82.7892599,34,0,0,34,2020-04-27 2:30:52
West Virginia,US,40.51943859,-80.57461608,8,0,0,8,2020-04-27 2:30:52
Indiana,US,40.51587228,-85.65468702,114,6,0,108,2020-04-27 2:30:52
Nebraska,US,40.51481965,-99.83020279,8,0,0,8,2020-04-27 2:30:52
Nebraska,US,40.51156033,-99.41461667,1,0,0,1,2020-04-27 2:30:52
Illinois,US,40.50716185,-89.51404662,36,3,0,33,2020-04-27 2:30:52
Nebraska,US,40.50663314,-98.94877182,4,0,0,4,2020-04-27 2:30:52
Pennsylvania,US,40.49527404,-78.71377428,21,1,0,20,2020-04-27 2:30:52
Illinois,US,40.48996987,-88.84621113,88,3,0,85,2020-04-27 2:30:52
Colorado,US,40.48596505,-106.9905548,54,4,0,50,2020-04-27 2:30:52
Indiana,US,40.48527731,-86.11351892,117,5,0,112,2020-04-27 2:30:52
Pennsylvania,US,40.47961444,-78.34917412,21,0,0,21,2020-04-27 2:30:52
Missouri,US,40.47945588,-94.42328751,1,0,0,1,2020-04-27 2:30:52
Indiana,US,40.47388153,-85.32499702,7,1,0,6,2020-04-27 2:30:52
Illinois,US,40.47289135,-90.20862357,3,0,0,3,2020-04-27 2:30:52
Pennsylvania,US,40.46809875,-79.98167747,1211,73,0,1138,2020-04-27 2:30:52
,Spain,40.463667,-3.74922,226629,23190,117727,85712,2020-04-27 2:30:33
Illinois,US,40.45674722,-90.67775541,6,0,0,6,2020-04-27 2:30:52
Missouri,US,40.45214695,-92.14709064,4,0,0,4,2020-04-27 2:30:52
Utah,US,40.44862644,-113.1295715,54,0,0,54,2020-04-27 2:30:52
Ohio,US,40.44214695,-81.47226262,50,0,0,50,2020-04-27 2:30:52
Nevada,US,40.44003782,-118.4005641,0,0,0,0,2020-04-27 2:30:52
Indiana,US,40.43781032,-85.00576229,11,0,0,11,2020-04-27 2:30:52
New Jersey,US,40.43629879,-74.41426991,10642,442,0,10200,2020-04-27 2:30:52
Missouri,US,40.43238737,-95.42970639,2,0,0,2,2020-04-27 2:30:52
Pennsylvania,US,40.42162652,-77.97673273,22,0,0,22,2020-04-27 2:30:52
Pennsylvania,US,40.41570541,-75.92457766,2491,88,0,2403,2020-04-27 2:30:52
Pennsylvania,US,40.41377078,-76.77993242,519,18,0,501,2020-04-27 2:30:52
Missouri,US,40.41040752,-91.73661677,1,0,0,1,2020-04-27 2:30:52
Illinois,US,40.40423981,-91.16313899,4,0,0,4,2020-04-27 2:30:52
Pennsylvania,US,40.40206612,-77.26297447,26,1,0,25,2020-04-27 2:30:52
Ohio,US,40.39830217,-82.42027563,15,1,0,14,2020-04-27 2:30:52
Nebraska,US,40.39257596,-96.26522753,4,0,0,4,2020-04-27 2:30:52
Ohio,US,40.38996525,-83.76784341,18,0,0,18,2020-04-27 2:30:52
Indiana,US,40.38872739,-86.89413959,75,2,0,73,2020-04-27 2:30:52
Ohio,US,40.38614126,-80.76259514,37,1,0,36,2020-04-27 2:30:52
Nebraska,US,40.38514847,-95.85433992,1,0,0,1,2020-04-27 2:30:52
Pennsylvania,US,40.36680311,-76.45651841,612,7,0,605,2020-04-27 2:30:52
Missouri,US,40.36079813,-94.88133008,3,0,0,3,2020-04-27 2:30:52
Missouri,US,40.35570088,-93.99222144,6,0,0,6,2020-04-27 2:30:52
Indiana,US,40.34728141,-87.35602659,11,1,0,10,2020-04-27 2:30:52
Pennsylvania,US,40.33682119,-75.10836643,2541,141,0,2400,2020-04-27 2:30:52
Ohio,US,40.33163494,-84.20258189,30,1,0,29,2020-04-27 2:30:52
Utah,US,40.33110236,-111.1691419,138,1,0,137,2020-04-27 2:30:52
Pennsylvania,US,40.3137798,-79.46615476,374,19,0,355,2020-04-27 2:30:52
Indiana,US,40.31123252,-86.05234925,17,1,0,16,2020-04-27 2:30:52
Indiana,US,40.30319754,-86.47277257,31,1,0,30,2020-04-27 2:30:52
Ohio,US,40.30096166,-81.91729018,16,0,0,16,2020-04-27 2:30:52
Ohio,US,40.30016061,-83.37239023,18,0,0,18,2020-04-27 2:30:52
Ohio,US,40.29380509,-81.09068544,4,0,0,4,2020-04-27 2:30:52
New Jersey,US,40.28047017,-74.70479631,3355,188,0,3167,2020-04-27 2:30:52
Ohio,US,40.27942393,-83.00457058,143,3,0,140,2020-04-27 2:30:52
West Virginia,US,40.27367263,-80.57915332,4,0,0,4,2020-04-27 2:30:52
New Jersey,US,40.26549699,-74.22240686,5671,291,0,5380,2020-04-27 2:30:52
Colorado,US,40.2627981,-103.8093302,259,13,0,246,2020-04-27 2:30:52
Nebraska,US,40.26186809,-96.68946704,29,3,0,26,2020-04-27 2:30:52
Illinois,US,40.23917274,-89.91824452,6,0,0,6,2020-04-27 2:30:52
Indiana,US,40.22787247,-85.39732772,146,11,0,135,2020-04-27 2:30:52
Missouri,US,40.21097916,-94.40944419,1,0,0,1,2020-04-27 2:30:52
Pennsylvania,US,40.21053671,-75.36652296,3733,217,0,3516,2020-04-27 2:30:52
Pennsylvania,US,40.19208869,-80.24582867,101,2,0,99,2020-04-27 2:30:52
Missouri,US,40.19058551,-92.60078167,12,0,0,12,2020-04-27 2:30:52
Illinois,US,40.18417171,-87.73384359,11,0,0,11,2020-04-27 2:30:52
Beijing,China,40.1824,116.4142,593,9,525,59,2020-04-27 1:12:14
Nebraska,US,40.17642643,-98.50019851,3,0,0,3,2020-04-27 2:30:52
Nebraska,US,40.17642064,-99.91247454,2,0,0,2,2020-04-27 2:30:52
Nebraska,US,40.17636348,-98.95299073,3,0,0,3,2020-04-27 2:30:52
Nebraska,US,40.17584531,-97.142601,1,0,0,1,2020-04-27 2:30:52
Nebraska,US,40.1755688,-100.476998,1,0,0,1,2020-04-27 2:30:52
Illinois,US,40.17514519,-88.90959682,1,0,0,1,2020-04-27 2:30:52
Pennsylvania,US,40.1625372,-77.26130755,267,8,0,259,2020-04-27 2:30:52
Indiana,US,40.16143691,-85.71964711,394,45,0,349,2020-04-27 2:30:52
Indiana,US,40.15734772,-85.01139319,14,2,0,12,2020-04-27 2:30:52
Illinois,US,40.1571798,-90.61114163,1,0,0,1,2020-04-27 2:30:52
,Azerbaijan,40.1431,47.5769,1645,21,1139,485,2020-04-27 2:30:33
Ohio,US,40.13923427,-83.76875242,12,1,0,11,2020-04-27 2:30:52
Illinois,US,40.13919438,-88.20046615,105,5,0,100,2020-04-27 2:30:52
Ohio,US,40.13412966,-84.6194517,75,13,0,62,2020-04-27 2:30:52
Illinois,US,40.12581572,-89.36638784,4,0,0,4,2020-04-27 2:30:52
California,US,40.12570935,-122.2370171,1,1,0,0,2020-04-27 2:30:52
Utah,US,40.12491499,-109.5174415,10,0,0,10,2020-04-27 2:30:52
Indiana,US,40.12361933,-87.24217689,9,2,0,7,2020-04-27 2:30:52
Utah,US,40.1166722,-111.6657662,777,7,0,770,2020-04-27 2:30:52
Colorado,US,40.10603347,-106.1178042,5,0,0,5,2020-04-27 2:30:52
Missouri,US,40.09799248,-95.2163888,1,0,0,1,2020-04-27 2:30:52
Missouri,US,40.09673161,-91.72070156,6,1,0,5,2020-04-27 2:30:52
West Virginia,US,40.0955451,-80.62203992,26,1,0,25,2020-04-27 2:30:52
Colorado,US,40.09313619,-105.3546767,500,30,0,470,2020-04-27 2:30:52
Ohio,US,40.09136236,-82.48185785,108,4,0,104,2020-04-27 2:30:52
Indiana,US,40.07306535,-86.05244729,704,51,0,653,2020-04-27 2:30:52
,Armenia,40.0691,45.0382,1746,28,833,885,2020-04-27 2:30:33
Ohio,US,40.0543329,-84.22871271,135,25,0,110,2020-04-27 2:30:52
Indiana,US,40.0509304,-86.46841646,182,20,0,162,2020-04-27 2:30:52
Ohio,US,40.05026529,-81.49248905,15,0,0,15,2020-04-27 2:30:52
Indiana,US,40.04034823,-86.89335024,33,0,0,33,2020-04-27 2:30:52
Pennsylvania,US,40.03904563,-76.24770128,1577,140,0,1437,2020-04-27 2:30:52
Illinois,US,40.02742725,-89.80246001,4,0,0,4,2020-04-27 2:30:52
Ohio,US,40.01625942,-80.9924051,106,6,0,100,2020-04-27 2:30:52
Illinois,US,40.01360584,-88.59319339,7,0,0,7,2020-04-27 2:30:52
Pennsylvania,US,40.00522157,-78.48998442,21,1,0,20,2020-04-27 2:30:52
California,US,40.00355989,-120.8395236,4,0,0,4,2020-04-27 2:30:52
Colorado,US,40.00346839,-102.4258673,6,0,0,6,2020-04-27 2:30:52
Pennsylvania,US,40.00338507,-75.1379271,12566,472,0,12094,2020-04-27 2:30:52
Illinois,US,39.98815591,-91.18786813,32,0,0,32,2020-04-27 2:30:52
Missouri,US,39.98492163,-94.80163024,1,0,0,1,2020-04-27 2:30:52
Nevada,US,39.98100864,-116.2683204,0,0,0,0,2020-04-27 2:30:52
Colorado,US,39.97913541,-108.2179009,1,0,0,1,2020-04-27 2:30:52
Pennsylvania,US,39.97291773,-75.74768357,1177,82,0,1095,2020-04-27 2:30:52
Pennsylvania,US,39.97172723,-79.02699593,25,0,0,25,2020-04-27 2:30:52
Colorado,US,39.97015535,-103.202587,6,0,0,6,2020-04-27 2:30:52
Ohio,US,39.96995815,-83.01115755,1942,53,0,1889,2020-04-27 2:30:52
Illinois,US,39.96991073,-90.24734436,27,0,0,27,2020-04-27 2:30:52
Ohio,US,39.96575964,-81.94363275,11,0,0,11,2020-04-27 2:30:52
Missouri,US,39.96145298,-93.98519678,2,0,0,2,2020-04-27 2:30:52
Colorado,US,39.95998787,-105.0566324,139,5,0,134,2020-04-27 2:30:52
Nevada,US,39.9332233,-117.0397075,1,0,0,1,2020-04-27 2:30:52
Indiana,US,39.93029017,-85.39625719,33,1,0,32,2020-04-27 2:30:52
Pennsylvania,US,39.92956518,-77.72157791,205,2,0,203,2020-04-27 2:30:52
Pennsylvania,US,39.92913544,-78.11163677,3,0,0,3,2020-04-27 2:30:52
Pennsylvania,US,39.9210089,-76.73040131,593,8,0,585,2020-04-27 2:30:52
Pennsylvania,US,39.92041012,-79.64291195,79,4,0,75,2020-04-27 2:30:52
Pennsylvania,US,39.91680171,-75.40243663,3281,141,0,3140,2020-04-27 2:30:52
Ohio,US,39.91592258,-83.78498252,33,2,0,31,2020-04-27 2:30:52
Ohio,US,39.89381073,-83.40178317,51,3,0,48,2020-04-27 2:30:52
Missouri,US,39.89201062,-94.40476508,3,0,0,3,2020-04-27 2:30:52
New Jersey,US,39.8895449,-74.28089251,5962,322,0,5640,2020-04-27 2:30:52
New Jersey,US,39.87681124,-74.66927768,2333,94,0,2239,2020-04-27 2:30:52
Colorado,US,39.87432092,-104.3362578,1348,58,0,1290,2020-04-27 2:30:52
